"cid","site","nARTR","nNonARTR","nARTRgt25","nNonARTRgt25","nShrubs","val","ucid"
424,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_424"
425,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_425"
426,"PonyComplex1",8,0,8,0,8,0,"PonyComplex1_426"
427,"PonyComplex1",2,0,2,0,2,0,"PonyComplex1_427"
428,"PonyComplex1",12,0,12,0,12,0,"PonyComplex1_428"
429,"PonyComplex1",16,0,16,0,16,1,"PonyComplex1_429"
430,"PonyComplex1",7,0,7,0,7,0,"PonyComplex1_430"
431,"PonyComplex1",1,0,1,0,1,0,"PonyComplex1_431"
432,"PonyComplex1",1,0,0,0,1,0,"PonyComplex1_432"
433,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_433"
434,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_434"
435,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_435"
436,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_436"
437,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_437"
438,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_438"
439,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_439"
440,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_440"
441,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_441"
442,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_442"
443,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_443"
444,"PonyComplex1",0,0,0,0,0,1,"PonyComplex1_444"
445,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_445"
446,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_446"
447,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_447"
448,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_448"
449,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_449"
450,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_450"
451,"PonyComplex1",26,0,24,0,26,1,"PonyComplex1_451"
452,"PonyComplex1",12,0,12,0,12,0,"PonyComplex1_452"
453,"PonyComplex1",2,0,2,0,2,0,"PonyComplex1_453"
454,"PonyComplex1",5,0,5,0,5,0,"PonyComplex1_454"
455,"PonyComplex1",1,0,1,0,1,0,"PonyComplex1_455"
456,"PonyComplex1",8,0,8,0,8,0,"PonyComplex1_456"
457,"PonyComplex1",0,0,0,0,0,1,"PonyComplex1_457"
458,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_458"
459,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_459"
460,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_460"
461,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_461"
462,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_462"
463,"PonyComplex1",0,0,0,0,0,1,"PonyComplex1_463"
464,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_464"
465,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_465"
466,"PonyComplex1",0,0,0,0,0,1,"PonyComplex1_466"
467,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_467"
468,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_468"
469,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_469"
470,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_470"
471,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_471"
472,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_472"
473,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_473"
474,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_474"
475,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_475"
476,"PonyComplex1",8,0,7,0,8,0,"PonyComplex1_476"
477,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_477"
478,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_478"
479,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_479"
480,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_480"
481,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_481"
482,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_482"
483,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_483"
484,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_484"
485,"PonyComplex1",0,0,0,0,0,1,"PonyComplex1_485"
486,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_486"
487,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_487"
488,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_488"
489,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_489"
490,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_490"
491,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_491"
492,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_492"
493,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_493"
494,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_494"
495,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_495"
496,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_496"
497,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_497"
498,"PonyComplex1",0,0,0,0,0,1,"PonyComplex1_498"
499,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_499"
500,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_500"
501,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_501"
502,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_502"
503,"PonyComplex1",1,0,1,0,1,0,"PonyComplex1_503"
504,"PonyComplex1",2,0,2,0,2,0,"PonyComplex1_504"
505,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_505"
506,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_506"
507,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_507"
508,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_508"
509,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_509"
510,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_510"
511,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_511"
512,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_512"
513,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_513"
514,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_514"
515,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_515"
516,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_516"
517,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_517"
518,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_518"
519,"PonyComplex1",0,0,0,0,0,1,"PonyComplex1_519"
520,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_520"
521,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_521"
522,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_522"
523,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_523"
524,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_524"
525,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_525"
526,"PonyComplex1",3,0,3,0,3,0,"PonyComplex1_526"
527,"PonyComplex1",1,0,1,0,1,0,"PonyComplex1_527"
528,"PonyComplex1",3,0,3,0,3,0,"PonyComplex1_528"
529,"PonyComplex1",37,0,36,0,37,1,"PonyComplex1_529"
530,"PonyComplex1",17,2,15,0,19,0,"PonyComplex1_530"
531,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_531"
532,"PonyComplex1",0,0,0,0,0,1,"PonyComplex1_532"
533,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_533"
534,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_534"
535,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_535"
536,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_536"
537,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_537"
538,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_538"
539,"PonyComplex1",0,0,0,0,0,1,"PonyComplex1_539"
540,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_540"
541,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_541"
542,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_542"
543,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_543"
544,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_544"
545,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_545"
546,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_546"
547,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_547"
548,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_548"
549,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_549"
550,"PonyComplex1",0,0,0,0,0,1,"PonyComplex1_550"
551,"PonyComplex1",11,0,11,0,11,1,"PonyComplex1_551"
552,"PonyComplex1",9,0,9,0,9,0,"PonyComplex1_552"
553,"PonyComplex1",1,0,1,0,1,0,"PonyComplex1_553"
554,"PonyComplex1",17,0,16,0,17,0,"PonyComplex1_554"
555,"PonyComplex1",5,0,5,0,5,0,"PonyComplex1_555"
556,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_556"
557,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_557"
558,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_558"
559,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_559"
560,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_560"
561,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_561"
562,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_562"
563,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_563"
564,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_564"
565,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_565"
566,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_566"
567,"PonyComplex1",0,0,0,0,0,1,"PonyComplex1_567"
568,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_568"
569,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_569"
570,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_570"
571,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_571"
572,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_572"
573,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_573"
574,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_574"
575,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_575"
576,"PonyComplex1",13,0,13,0,13,0,"PonyComplex1_576"
577,"PonyComplex1",3,0,3,0,3,0,"PonyComplex1_577"
578,"PonyComplex1",6,0,5,0,6,0,"PonyComplex1_578"
579,"PonyComplex1",3,0,3,0,3,0,"PonyComplex1_579"
580,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_580"
581,"PonyComplex1",1,0,1,0,1,0,"PonyComplex1_581"
582,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_582"
583,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_583"
584,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_584"
585,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_585"
586,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_586"
587,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_587"
588,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_588"
589,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_589"
590,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_590"
591,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_591"
592,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_592"
593,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_593"
594,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_594"
595,"PonyComplex1",0,0,0,0,0,1,"PonyComplex1_595"
596,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_596"
597,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_597"
598,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_598"
599,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_599"
600,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_600"
601,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_601"
602,"PonyComplex1",7,0,6,0,7,0,"PonyComplex1_602"
603,"PonyComplex1",25,0,19,0,25,1,"PonyComplex1_603"
604,"PonyComplex1",12,0,10,0,12,0,"PonyComplex1_604"
605,"PonyComplex1",5,0,5,0,5,0,"PonyComplex1_605"
606,"PonyComplex1",1,0,1,0,1,1,"PonyComplex1_606"
607,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_607"
608,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_608"
609,"PonyComplex1",0,0,0,0,0,1,"PonyComplex1_609"
610,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_610"
611,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_611"
612,"PonyComplex1",0,0,0,0,0,1,"PonyComplex1_612"
613,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_613"
614,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_614"
615,"PonyComplex1",0,0,0,0,0,1,"PonyComplex1_615"
616,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_616"
617,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_617"
618,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_618"
619,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_619"
620,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_620"
621,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_621"
622,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_622"
623,"PonyComplex1",0,0,0,0,0,1,"PonyComplex1_623"
624,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_624"
625,"PonyComplex1",0,0,0,0,0,0,"PonyComplex1_625"
1,"PonyComplex2",0,2,0,2,2,0,"PonyComplex2_1"
2,"PonyComplex2",0,27,0,23,27,0,"PonyComplex2_2"
3,"PonyComplex2",0,3,0,3,3,0,"PonyComplex2_3"
4,"PonyComplex2",1,0,0,0,1,0,"PonyComplex2_4"
5,"PonyComplex2",24,1,0,0,25,0,"PonyComplex2_5"
6,"PonyComplex2",8,0,0,0,8,0,"PonyComplex2_6"
7,"PonyComplex2",1,0,0,0,1,0,"PonyComplex2_7"
8,"PonyComplex2",1,1,0,0,2,1,"PonyComplex2_8"
9,"PonyComplex2",1,0,1,0,1,0,"PonyComplex2_9"
10,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_10"
11,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_11"
12,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_12"
13,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_13"
14,"PonyComplex2",27,4,0,0,31,0,"PonyComplex2_14"
15,"PonyComplex2",110,14,0,0,124,1,"PonyComplex2_15"
16,"PonyComplex2",11,0,0,0,11,0,"PonyComplex2_16"
17,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_17"
18,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_18"
19,"PonyComplex2",17,15,2,0,32,0,"PonyComplex2_19"
20,"PonyComplex2",118,53,3,0,171,1,"PonyComplex2_20"
21,"PonyComplex2",6,14,0,0,20,0,"PonyComplex2_21"
22,"PonyComplex2",16,25,0,0,41,0,"PonyComplex2_22"
23,"PonyComplex2",16,46,0,0,62,1,"PonyComplex2_23"
24,"PonyComplex2",38,15,0,0,53,0,"PonyComplex2_24"
25,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_25"
26,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_26"
27,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_27"
28,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_28"
29,"PonyComplex2",1,2,1,2,3,0,"PonyComplex2_29"
30,"PonyComplex2",0,1,0,1,1,1,"PonyComplex2_30"
31,"PonyComplex2",0,4,0,4,4,0,"PonyComplex2_31"
32,"PonyComplex2",14,1,0,0,15,0,"PonyComplex2_32"
33,"PonyComplex2",7,0,2,0,7,1,"PonyComplex2_33"
34,"PonyComplex2",2,0,0,0,2,0,"PonyComplex2_34"
35,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_35"
36,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_36"
37,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_37"
38,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_38"
39,"PonyComplex2",9,5,0,0,14,0,"PonyComplex2_39"
40,"PonyComplex2",1,1,0,0,2,0,"PonyComplex2_40"
41,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_41"
42,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_42"
43,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_43"
44,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_44"
45,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_45"
46,"PonyComplex2",11,4,0,0,15,0,"PonyComplex2_46"
47,"PonyComplex2",1,0,1,0,1,0,"PonyComplex2_47"
48,"PonyComplex2",5,18,1,0,23,0,"PonyComplex2_48"
49,"PonyComplex2",0,1,0,0,1,0,"PonyComplex2_49"
50,"PonyComplex2",0,6,0,0,6,0,"PonyComplex2_50"
51,"PonyComplex2",10,22,0,0,32,0,"PonyComplex2_51"
52,"PonyComplex2",3,2,0,0,5,0,"PonyComplex2_52"
53,"PonyComplex2",14,13,0,0,27,0,"PonyComplex2_53"
54,"PonyComplex2",1,1,0,0,2,0,"PonyComplex2_54"
55,"PonyComplex2",7,0,0,0,7,0,"PonyComplex2_55"
56,"PonyComplex2",11,0,2,0,11,0,"PonyComplex2_56"
57,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_57"
58,"PonyComplex2",0,1,0,1,1,0,"PonyComplex2_58"
59,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_59"
60,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_60"
61,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_61"
62,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_62"
63,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_63"
64,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_64"
65,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_65"
66,"PonyComplex2",27,5,0,0,32,0,"PonyComplex2_66"
67,"PonyComplex2",18,4,0,0,22,1,"PonyComplex2_67"
68,"PonyComplex2",4,1,0,0,5,0,"PonyComplex2_68"
69,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_69"
70,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_70"
71,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_71"
72,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_72"
73,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_73"
74,"PonyComplex2",45,10,3,0,55,1,"PonyComplex2_74"
75,"PonyComplex2",9,11,0,0,20,0,"PonyComplex2_75"
76,"PonyComplex2",3,1,0,0,4,0,"PonyComplex2_76"
77,"PonyComplex2",17,24,0,0,41,0,"PonyComplex2_77"
78,"PonyComplex2",0,1,0,0,1,0,"PonyComplex2_78"
79,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_79"
80,"PonyComplex2",23,8,0,0,31,0,"PonyComplex2_80"
81,"PonyComplex2",10,32,0,0,42,1,"PonyComplex2_81"
82,"PonyComplex2",0,16,0,0,16,0,"PonyComplex2_82"
83,"PonyComplex2",59,5,1,0,64,0,"PonyComplex2_83"
84,"PonyComplex2",144,0,10,0,144,1,"PonyComplex2_84"
85,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_85"
86,"PonyComplex2",0,1,0,1,1,0,"PonyComplex2_86"
87,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_87"
88,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_88"
89,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_89"
90,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_90"
91,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_91"
92,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_92"
93,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_93"
94,"PonyComplex2",2,0,0,0,2,0,"PonyComplex2_94"
95,"PonyComplex2",34,3,0,0,37,0,"PonyComplex2_95"
96,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_96"
97,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_97"
98,"PonyComplex2",4,0,1,0,4,0,"PonyComplex2_98"
99,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_99"
100,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_100"
101,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_101"
102,"PonyComplex2",14,0,1,0,14,0,"PonyComplex2_102"
103,"PonyComplex2",3,0,0,0,3,0,"PonyComplex2_103"
104,"PonyComplex2",20,16,3,0,36,0,"PonyComplex2_104"
105,"PonyComplex2",133,45,1,0,178,1,"PonyComplex2_105"
106,"PonyComplex2",1,18,0,0,19,0,"PonyComplex2_106"
107,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_107"
108,"PonyComplex2",2,2,0,0,4,0,"PonyComplex2_108"
109,"PonyComplex2",53,19,3,0,72,0,"PonyComplex2_109"
110,"PonyComplex2",0,7,0,0,7,0,"PonyComplex2_110"
111,"PonyComplex2",6,0,0,0,6,0,"PonyComplex2_111"
112,"PonyComplex2",42,1,5,0,43,0,"PonyComplex2_112"
113,"PonyComplex2",1,2,1,2,3,0,"PonyComplex2_113"
114,"PonyComplex2",0,2,0,1,2,1,"PonyComplex2_114"
115,"PonyComplex2",0,1,0,0,1,0,"PonyComplex2_115"
116,"PonyComplex2",1,0,1,0,1,0,"PonyComplex2_116"
117,"PonyComplex2",5,0,3,0,5,1,"PonyComplex2_117"
118,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_118"
119,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_119"
120,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_120"
121,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_121"
122,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_122"
123,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_123"
124,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_124"
125,"PonyComplex2",2,0,0,0,2,0,"PonyComplex2_125"
126,"PonyComplex2",13,0,3,0,13,1,"PonyComplex2_126"
127,"PonyComplex2",1,0,1,0,1,0,"PonyComplex2_127"
128,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_128"
129,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_129"
130,"PonyComplex2",1,0,0,0,1,0,"PonyComplex2_130"
131,"PonyComplex2",1,1,1,0,2,0,"PonyComplex2_131"
132,"PonyComplex2",1,0,0,0,1,0,"PonyComplex2_132"
133,"PonyComplex2",37,3,1,0,40,0,"PonyComplex2_133"
134,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_134"
135,"PonyComplex2",8,2,0,0,10,0,"PonyComplex2_135"
136,"PonyComplex2",17,15,0,0,32,0,"PonyComplex2_136"
137,"PonyComplex2",1,2,0,0,3,0,"PonyComplex2_137"
138,"PonyComplex2",1,5,1,0,6,0,"PonyComplex2_138"
139,"PonyComplex2",3,12,1,0,15,0,"PonyComplex2_139"
140,"PonyComplex2",0,2,0,0,2,0,"PonyComplex2_140"
141,"PonyComplex2",0,5,0,1,5,0,"PonyComplex2_141"
142,"PonyComplex2",0,28,0,10,28,0,"PonyComplex2_142"
143,"PonyComplex2",0,5,0,4,5,0,"PonyComplex2_143"
144,"PonyComplex2",0,5,0,0,5,0,"PonyComplex2_144"
145,"PonyComplex2",10,5,0,0,15,0,"PonyComplex2_145"
146,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_146"
147,"PonyComplex2",19,0,0,0,19,0,"PonyComplex2_147"
148,"PonyComplex2",35,6,0,0,41,1,"PonyComplex2_148"
149,"PonyComplex2",2,0,1,0,2,0,"PonyComplex2_149"
150,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_150"
151,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_151"
152,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_152"
153,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_153"
154,"PonyComplex2",5,0,5,0,5,0,"PonyComplex2_154"
155,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_155"
156,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_156"
157,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_157"
158,"PonyComplex2",61,1,0,0,62,1,"PonyComplex2_158"
159,"PonyComplex2",41,5,0,0,46,0,"PonyComplex2_159"
160,"PonyComplex2",10,0,1,0,10,0,"PonyComplex2_160"
161,"PonyComplex2",16,6,3,0,22,0,"PonyComplex2_161"
162,"PonyComplex2",4,0,0,0,4,0,"PonyComplex2_162"
163,"PonyComplex2",15,18,0,0,33,0,"PonyComplex2_163"
164,"PonyComplex2",30,39,0,0,69,1,"PonyComplex2_164"
165,"PonyComplex2",40,17,0,0,57,0,"PonyComplex2_165"
166,"PonyComplex2",4,22,0,0,26,0,"PonyComplex2_166"
167,"PonyComplex2",142,29,0,0,171,1,"PonyComplex2_167"
168,"PonyComplex2",7,12,0,0,19,0,"PonyComplex2_168"
169,"PonyComplex2",0,45,0,26,45,0,"PonyComplex2_169"
170,"PonyComplex2",0,6,0,3,6,0,"PonyComplex2_170"
171,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_171"
172,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_172"
173,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_173"
174,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_174"
175,"PonyComplex2",1,0,0,0,1,0,"PonyComplex2_175"
176,"PonyComplex2",9,0,0,0,9,0,"PonyComplex2_176"
177,"PonyComplex2",1,0,1,0,1,0,"PonyComplex2_177"
178,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_178"
179,"PonyComplex2",1,0,0,0,1,0,"PonyComplex2_179"
180,"PonyComplex2",1,0,0,0,1,0,"PonyComplex2_180"
181,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_181"
182,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_182"
183,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_183"
184,"PonyComplex2",1,1,0,0,2,0,"PonyComplex2_184"
185,"PonyComplex2",0,1,0,0,1,0,"PonyComplex2_185"
186,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_186"
187,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_187"
188,"PonyComplex2",31,3,0,0,34,0,"PonyComplex2_188"
189,"PonyComplex2",101,12,0,0,113,1,"PonyComplex2_189"
190,"PonyComplex2",0,1,0,0,1,0,"PonyComplex2_190"
191,"PonyComplex2",13,3,0,0,16,0,"PonyComplex2_191"
192,"PonyComplex2",19,11,0,0,30,0,"PonyComplex2_192"
193,"PonyComplex2",0,0,0,0,0,0,"PonyComplex2_193"
194,"PonyComplex2",0,4,0,0,4,0,"PonyComplex2_194"
195,"PonyComplex2",3,10,0,0,13,0,"PonyComplex2_195"
196,"PonyComplex2",0,2,0,0,2,0,"PonyComplex2_196"
